Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
11/3/1998,,,,,,,,,,,,,,,,,,,,,,,
12/3/1998,,,,,,,,,,,,,,,,,,,,,,,
13/3/1998,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,,,,,,,,,,,,,,,,,,,,,,,
17/3/1998,,,,,,,,,,,,,,,,,,,,,,,
18/3/1998,,,,,,,,,,,,,,,,,,,,,,,
19/3/1998,,,,,,,,,,,,,,,,,,,,,,,
20/3/1998,,,,,,,,,,,,,,,,,,,,,,,
23/3/1998,,,,,,,,,,,,,,,,,,,,,,,
24/3/1998,,,,,,,,,,,,,,,,,,,,,,,
25/3/1998,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,,,,,,,,,,,,,,,,,,,,,,,
27/3/1998,,,,,,,,,,,,,,,,,,,,,,,
30/3/1998,,,,,,,,,,,,,,,,,,,,,,,
31/3/1998,,,,,,,,,,,,,,,,,,,,,,,
1/4/1998,,,,,,,,,,,,,,,,,,,,,,,
2/4/1998,,,,,,,,,,,,,,,,,,,,,,,
3/4/1998,,,,,,,,,,,,,,,,,,,,,,,
6/4/1998,,,,,,,,,,,,,,,,,,,,,,,
7/4/1998,,,,,,,,,,,,,,,,,,,,,,,
8/4/1998,,,,,,,,,,,,,,,,,,,,,,,
9/4/1998,,,,,,,,,,,,,,,,,,,,,,,
10/4/1998,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,,,,,,,,,,,,,,,,,,,,,,,
16/4/1998,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,,,,,,,,,,,,,,,,,,,,,,,
20/4/1998,,,,,,,,,,,,,,,,,,,,,,,
21/4/1998,,,,,,,,,,,,,,,,,,,,,,,
22/4/1998,,,,,,,,,,,,,,,,,,,,,,,
23/4/1998,,,,,,,,,,,,,,,,,,,,,,,
24/4/1998,,,,,,,,,,,,,,,,,,,,,,,
27/4/1998,,,,,,,,,,,,,,,,,,,,,,,
28/4/1998,,,,,,,,,,,,,,,,,,,,,,,
29/4/1998,,,,,,,,,,,,,,,,,,,,,,,
30/4/1998,,,,,,,,,,,,,,,,,,,,,,,
1/5/1998,,,,,,,,,,,,,,,,,,,,,,,
4/5/1998,,,,,,,,,,,,,,,,,,,,,,,
5/5/1998,,,,,,,,,,,,,,,,,,,,,,,
6/5/1998,,,,,,,,,,,,,,,,,,,,,,,
7/5/1998,,,,,,,,,,,,,,,,,,,,,,,
8/5/1998,,,,,,,,,,,,,,,,,,,,,,,
11/5/1998,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,,,,,,,,,,,,,,,,,,,,,,,
13/5/1998,,,,,,,,,,,,,,,,,,,,,,,
14/5/1998,,,,,,,,,,,,,,,,,,,,,,,
15/5/1998,,,,,,,,,,,,,,,,,,,,,,,
18/5/1998,,,,,,,,,,,,,,,,,,,,,,,
19/5/1998,,,,,,,,,,,,,,,,,,,,,,,
20/5/1998,,,,,,,,,,,,,,,,,,,,,,,
21/5/1998,,,,,,,,,,,,,,,,,,,,,,,
22/5/1998,,,,,,,,,,,,,,,,,,,,,,,
25/5/1998,,,,,,,,,,,,,,,,,,,,,,,
26/5/1998,,,,,,,,,,,,,,,,,,,,,,,
27/5/1998,,,,,,,,,,,,,,,,,,,,,,,
28/5/1998,,,,,,,,,,,,,,,,,,,,,,,
29/5/1998,,,,,,,,,,,,,,,,,,,,,,,
1/6/1998,,,,,,,,,,,,,,,,,,,,,,,
2/6/1998,,,,,,,,,,,,,,,,,,,,,,,
3/6/1998,,,,,,,,,,,,,,,,,,,,,,,
4/6/1998,,,,,,,,,,,,,,,,,,,,,,,
5/6/1998,,,,,,,,,,,,,,,,,,,,,,,
8/6/1998,,,,,,,,,,,,,,,,,,,,,,,
9/6/1998,,,,,,,,,,,,,,,,,,,,,,,
10/6/1998,,,,,,,,,,,,,,,,,,,,,,,
11/6/1998,,,,,,,,,,,,,,,,,,,,,,,
12/6/1998,,,,,,,,,,,,,,,,,,,,,,,
15/6/1998,,,,,,,,,,,,,,,,,,,,,,,
16/6/1998,,,,,,,,,,,,,,,,,,,,,,,
17/6/1998,,,,,,,,,,,,,,,,,,,,,,,
18/6/1998,,,,,,,,,,,,,,,,,,,,,,,
19/6/1998,,,,,,,,,,,,,,,,,,,,,,,
22/6/1998,,,,,,,,,,,,,,,,,,,,,,,
23/6/1998,,,,,,,,,,,,,,,,,,,,,,,
24/6/1998,,,,,,,,,,,,,,,,,,,,,,,
25/6/1998,,,,,,,,,,,,,,,,,,,,,,,
26/6/1998,,,,,,,,,,,,,,,,,,,,,,,
29/6/1998,,,,,,,,,,,,,,,,,,,,,,,
30/6/1998,,,,,,,,,,,,,,,,,,,,,,,
1/7/1998,,,,,,,,,,,,,,,,,,,,,,,
2/7/1998,,,,,,,,,,,,,,,,,,,,,,,
3/7/1998,,,,,,,,,,,,,,,,,,,,,,,
6/7/1998,,,,,,,,,,,,,,,,,,,,,,,
7/7/1998,,,,,,,,,,,,,,,,,,,,,,,
8/7/1998,,,,,,,,,,,,,,,,,,,,,,,
9/7/1998,,,,,,,,,,,,,,,,,,,,,,,
10/7/1998,,,,,,,,,,,,,,,,,,,,,,,
13/7/1998,,,,,,,,,,,,,,,,,,,,,,,
14/7/1998,,,,,,,,,,,,,,,,,,,,,,,
15/7/1998,,,,,,,,,,,,,,,,,,,,,,,
16/7/1998,,,,,,,,,,,,,,,,,,,,,,,
17/7/1998,,,,,,,,,,,,,,,,,,,,,,,
20/7/1998,,,,,,,,,,,,,,,,,,,,,,,
21/7/1998,,,,,,,,,,,,,,,,,,,,,,,
22/7/1998,,,,,,,,,,,,,,,,,,,,,,,
23/7/1998,,,,,,,,,,,,,,,,,,,,,,,
24/7/1998,,,,,,,,,,,,,,,,,,,,,,,
27/7/1998,,,,,,,,,,,,,,,,,,,,,,,
28/7/1998,,,,,,,,,,,,,,,,,,,,,,,
29/7/1998,,,,,,,,,,,,,,,,,,,,,,,
30/7/1998,,,,,,,,,,,,,,,,,,,,,,,
31/7/1998,,,,,,,,,,,,,,,,,,,,,,,
3/8/1998,,,,,,,,,,,,,,,,,,,,,,,
4/8/1998,,,,,,,,,,,,,,,,,,,,,,,
5/8/1998,,,,,,,,,,,,,,,,,,,,,,,
6/8/1998,,,,,,,,,,,,,,,,,,,,,,,
7/8/1998,,,,,,,,,,,,,,,,,,,,,,,
10/8/1998,,,,,,,,,,,,,,,,,,,,,,,
11/8/1998,,,,,,,,,,,,,,,,,,,,,,,
12/8/1998,,,,,,,,,,,,,,,,,,,,,,,
13/8/1998,,,,,,,,,,,,,,,,,,,,,,,
14/8/1998,,,,,,,,,,,,,,,,,,,,,,,
17/8/1998,,,,,,,,,,,,,,,,,,,,,,,
18/8/1998,,,,,,,,,,,,,,,,,,,,,,,
19/8/1998,,,,,,,,,,,,,,,,,,,,,,,
20/8/1998,,,,,,,,,,,,,,,,,,,,,,,
21/8/1998,,,,,,,,,,,,,,,,,,,,,,,
24/8/1998,,,,,,,,,,,,,,,,,,,,,,,
25/8/1998,,,,,,,,,,,,,,,,,,,,,,,
26/8/1998,,,,,,,,,,,,,,,,,,,,,,,
27/8/1998,,,,,,,,,,,,,,,,,,,,,,,
28/8/1998,,,,,,,,,,,,,,,,,,,,,,,
31/8/1998,,,,,,,,,,,,,,,,,,,,,,,
1/9/1998,,,,,,,,,,,,,,,,,,,,,,,
2/9/1998,,,,,,,,,,,,,,,,,,,,,,,
3/9/1998,,,,,,,,,,,,,,,,,,,,,,,
4/9/1998,,,,,,,,,,,,,,,,,,,,,,,
7/9/1998,,,,,,,,,,,,,,,,,,,,,,,
8/9/1998,,,,,,,,,,,,,,,,,,,,,,,
9/9/1998,,,,,,,,,,,,,,,,,,,,,,,
10/9/1998,,,,,,,,,,,,,,,,,,,,,,,
11/9/1998,,,,,,,,,,,,,,,,,,,,,,,
14/9/1998,,,,,,,,,,,,,,,,,,,,,,,
15/9/1998,,,,,,,,,,,,,,,,,,,,,,,
16/9/1998,,,,,,,,,,,,,,,,,,,,,,,
17/9/1998,,,,,,,,,,,,,,,,,,,,,,,
18/9/1998,,,,,,,,,,,,,,,,,,,,,,,
21/9/1998,,,,,,,,,,,,,,,,,,,,,,,
22/9/1998,,,,,,,,,,,,,,,,,,,,,,,
23/9/1998,,,,,,,,,,,,,,,,,,,,,,,
24/9/1998,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,,,,,,,,,,,,,,,,,,,,,,,
30/9/1998,,,,,,,,,,,,,,,,,,,,,,,
1/10/1998,,,,,,,,,,,,,,,,,,,,,,,
2/10/1998,,,,,,,,,,,,,,,,,,,,,,,
5/10/1998,,,,,,,,,,,,,,,,,,,,,,,
6/10/1998,,,,,,,,,,,,,,,,,,,,,,,
7/10/1998,,,,,,,,,,,,,,,,,,,,,,,
8/10/1998,,,,,,,,,,,,,,,,,,,,,,,
9/10/1998,,,,,,,,,,,,,,,,,,,,,,,
12/10/1998,,,,,,,,,,,,,,,,,,,,,,,
13/10/1998,,,,,,,,,,,,,,,,,,,,,,,
14/10/1998,,,,,,,,,,,,,,,,,,,,,,,
15/10/1998,,,,,,,,,,,,,,,,,,,,,,,
16/10/1998,,,,,,,,,,,,,,,,,,,,,,,
19/10/1998,,,,,,,,,,,,,,,,,,,,,,,
20/10/1998,,,,,,,,,,,,,,,,,,,,,,,
21/10/1998,,,,,,,,,,,,,,,,,,,,,,,
22/10/1998,,,,,,,,,,,,,,,,,,,,,,,
23/10/1998,,,,,,,,,,,,,,,,,,,,,,,
26/10/1998,,,,,,,,,,,,,,,,,,,,,,,
27/10/1998,,,,,,,,,,,,,,,,,,,,,,,
28/10/1998,,,,,,,,,,,,,,,,,,,,,,,
29/10/1998,,,,,,,,,,,,,,,,,,,,,,,
30/10/1998,,,,,,,,,,,,,,,,,,,,,,,
2/11/1998,,,,,,,,,,,,,,,,,,,,,,,
3/11/1998,,,,,,,,,,,,,,,,,,,,,,,
4/11/1998,,,,,,,,,,,,,,,,,,,,,,,
5/11/1998,,,,,,,,,,,,,,,,,,,,,,,
6/11/1998,,,,,,,,,,,,,,,,,,,,,,,
9/11/1998,,,,,,,,,,,,,,,,,,,,,,,
10/11/1998,,,,,,,,,,,,,,,,,,,,,,,
11/11/1998,,,,,,,,,,,,,,,,,,,,,,,
12/11/1998,,,,,,,,,,,,,,,,,,,,,,,
13/11/1998,,,,,,,,,,,,,,,,,,,,,,,
16/11/1998,,,,,,,,,,,,,,,,,,,,,,,
17/11/1998,,,,,,,,,,,,,,,,,,,,,,,
18/11/1998,,,,,,,,,,,,,,,,,,,,,,,
19/11/1998,,,,,,,,,,,,,,,,,,,,,,,
20/11/1998,,,,,,,,,,,,,,,,,,,,,,,
23/11/1998,,,,,,,,,,,,,,,,,,,,,,,
24/11/1998,,,,,,,,,,,,,,,,,,,,,,,
25/11/1998,,,,,,,,,,,,,,,,,,,,,,,
26/11/1998,,,,,,,,,,,,,,,,,,,,,,,
27/11/1998,,,,,,,,,,,,,,,,,,,,,,,
30/11/1998,,,,,,,,,,,,,,,,,,,,,,,
1/12/1998,,,,,,,,,,,,,,,,,,,,,,,
2/12/1998,,,,,,,,,,,,,,,,,,,,,,,
3/12/1998,,,,,,,,,,,,,,,,,,,,,,,
4/12/1998,,,,,,,,,,,,,,,,,,,,,,,
7/12/1998,,,,,,,,,,,,,,,,,,,,,,,
8/12/1998,,,,,,,,,,,,,,,,,,,,,,,
9/12/1998,,,,,,,,,,,,,,,,,,,,,,,
10/12/1998,,,,,,,,,,,,,,,,,,,,,,,
11/12/1998,,,,,,,,,,,,,,,,,,,,,,,
14/12/1998,,,,,,,,,,,,,,,,,,,,,,,
15/12/1998,,,,,,,,,,,,,,,,,,,,,,,
16/12/1998,,,,,,,,,,,,,,,,,,,,,,,
17/12/1998,,,,,,,,,,,,,,,,,,,,,,,
18/12/1998,,,,,,,,,,,,,,,,,,,,,,,
21/12/1998,,,,,,,,,,,,,,,,,,,,,,,
22/12/1998,,,,,,,,,,,,,,,,,,,,,,,
23/12/1998,,,,,,,,,,,,,,,,,,,,,,,
24/12/1998,,,,,,,,,,,,,,,,,,,,,,,
25/12/1998,,,,,,,,,,,,,,,,,,,,,,,
28/12/1998,,,,,,,,,,,,,,,,,,,,,,,
29/12/1998,,,,,,,,,,,,,,,,,,,,,,,
30/12/1998,,,,,,,,,,,,,,,,,,,,,,,
31/12/1998,,,,,,,,,,,,,,,,,,,,,,,
4/1/1999,,,,,,,,,,,,,,,,,,,,,,,
5/1/1999,,,,,,,,,,,,,,,,,,,,,,,
6/1/1999,,,,,,,,,,,,,,,,,,,,,,,
7/1/1999,,,,,,,,,,,,,,,,,,,,,,,
8/1/1999,,,,,,,,,,,,,,,,,,,,,,,
11/1/1999,,,,,,,,,,,,,,,,,,,,,,,
12/1/1999,,,,,,,,,,,,,,,,,,,,,,,
13/1/1999,,,,,,,,,,,,,,,,,,,,,,,
14/1/1999,,,,,,,,,,,,,,,,,,,,,,,
15/1/1999,,,,,,,,,,,,,,,,,,,,,,,
18/1/1999,,,,,,,,,,,,,,,,,,,,,,,
19/1/1999,,,,,,,,,,,,,,,,,,,,,,,
20/1/1999,,,,,,,,,,,,,,,,,,,,,,,
21/1/1999,,,,,,,,,,,,,,,,,,,,,,,
22/1/1999,,,,,,,,,,,,,,,,,,,,,,,
25/1/1999,,,,,,,,,,,,,,,,,,,,,,,
26/1/1999,,,,,,,,,,,,,,,,,,,,,,,
27/1/1999,,,,,,,,,,,,,,,,,,,,,,,
28/1/1999,,,,,,,,,,,,,,,,,,,,,,,
29/1/1999,,,,,,,,,,,,,,,,,,,,,,,
1/2/1999,,,,,,,,,,,,,,,,,,,,,,,
2/2/1999,,,,,,,,,,,,,,,,,,,,,,,
3/2/1999,,,,,,,,,,,,,,,,,,,,,,,
4/2/1999,,,,,,,,,,,,,,,,,,,,,,,
5/2/1999,,,,,,,,,,,,,,,,,,,,,,,
8/2/1999,,,,,,,,,,,,,,,,,,,,,,,
9/2/1999,,,,,,,,,,,,,,,,,,,,,,,
10/2/1999,,,,,,,,,,,,,,,,,,,,,,,
11/2/1999,,,,,,,,,,,,,,,,,,,,,,,
12/2/1999,,,,,,,,,,,,,,,,,,,,,,,
15/2/1999,,,,,,,,,,,,,,,,,,,,,,,
16/2/1999,,,,,,,,,,,,,,,,,,,,,,,
17/2/1999,,,,,,,,,,,,,,,,,,,,,,,
18/2/1999,,,,,,,,,,,,,,,,,,,,,,,
19/2/1999,,,,,,,,,,,,,,,,,,,,,,,
22/2/1999,,,,,,,,,,,,,,,,,,,,,,,
23/2/1999,,,,,,,,,,,,,,,,,,,,,,,
24/2/1999,,,,,,,,,,,,,,,,,,,,,,,
25/2/1999,,,,,,,,,,,,,,,,,,,,,,,
26/2/1999,,,,,,,,,,,,,,,,,,,,,,,
1/3/1999,,,,,,,,,,,,,,,,,,,,,,,
2/3/1999,,,,,,,,,,,,,,,,,,,,,,,
3/3/1999,,,,,,,,,,,,,,,,,,,,,,,
4/3/1999,,,,,,,,,,,,,,,,,,,,,,,
5/3/1999,,,,,,,,,,,,,,,,,,,,,,,
8/3/1999,,,,,,,,,,,,,,,,,,,,,,,
9/3/1999,,,,,,,,,,,,,,,,,,,,,,,
10/3/1999,,,,,,,,,,,,,,,,,,,,,,,
11/3/1999,,,,,,,,,,,,,,,,,,,,,,,
12/3/1999,,,,,,,,,,,,,,,,,,,,,,,
15/3/1999,,,,,,,,,,,,,,,,,,,,,,,
16/3/1999,,,,,,,,,,,,,,,,,,,,,,,
17/3/1999,,,,,,,,,,,,,,,,,,,,,,,
18/3/1999,,,,,,,,,,,,,,,,,,,,,,,
19/3/1999,,,,,,,,,,,,,,,,,,,,,,,
22/3/1999,,,,,,,,,,,,,,,,,,,,,,,
23/3/1999,,,,,,,,,,,,,,,,,,,,,,,
24/3/1999,,,,,,,,,,,,,,,,,,,,,,,
25/3/1999,,,,,,,,,,,,,,,,,,,,,,,
26/3/1999,,,,,,,,,,,,,,,,,,,,,,,
29/3/1999,,,,,,,,,,,,,,,,,,,,,,,
30/3/1999,,,,,,,,,,,,,,,,,,,,,,,
31/3/1999,,,,,,,,,,,,,,,,,,,,,,,
1/4/1999,,,,,,,,,,,,,,,,,,,,,,,
2/4/1999,,,,,,,,,,,,,,,,,,,,,,,
5/4/1999,,,,,,,,,,,,,,,,,,,,,,,
6/4/1999,,,,,,,,,,,,,,,,,,,,,,,
7/4/1999,,,,,,,,,,,,,,,,,,,,,,,
8/4/1999,,,,,,,,,,,,,,,,,,,,,,,
9/4/1999,,,,,,,,,,,,,,,,,,,,,,,
12/4/1999,,,,,,,,,,,,,,,,,,,,,,,
13/4/1999,,,,,,,,,,,,,,,,,,,,,,,
14/4/1999,,,,,,,,,,,,,,,,,,,,,,,
15/4/1999,,,,,,,,,,,,,,,,,,,,,,,
16/4/1999,,,,,,,,,,,,,,,,,,,,,,,
19/4/1999,,,,,,,,,,,,,,,,,,,,,,,
20/4/1999,,,,,,,,,,,,,,,,,,,,,,,
21/4/1999,,,,,,,,,,,,,,,,,,,,,,,
22/4/1999,,,,,,,,,,,,,,,,,,,,,,,
23/4/1999,,,,,,,,,,,,,,,,,,,,,,,
26/4/1999,,,,,,,,,,,,,,,,,,,,,,,
27/4/1999,,,,,,,,,,,,,,,,,,,,,,,
28/4/1999,,,,,,,,,,,,,,,,,,,,,,,
29/4/1999,,,,,,,,,,,,,,,,,,,,,,,
30/4/1999,,,,,,,,,,,,,,,,,,,,,,,
3/5/1999,,,,,,,,,,,,,,,,,,,,,,,
4/5/1999,,,,,,,,,,,,,,,,,,,,,,,
5/5/1999,,,,,,,,,,,,,,,,,,,,,,,
6/5/1999,,,,,,,,,,,,,,,,,,,,,,,
7/5/1999,,,,,,,,,,,,,,,,,,,,,,,
10/5/1999,,,,,,,,,,,,,,,,,,,,,,,
11/5/1999,,,,,,,,,,,,,,,,,,,,,,,
12/5/1999,,,,,,,,,,,,,,,,,,,,,,,
13/5/1999,,,,,,,,,,,,,,,,,,,,,,,
14/5/1999,,,,,,,,,,,,,,,,,,,,,,,
17/5/1999,,,,,,,,,,,,,,,,,,,,,,,
18/5/1999,,,,,,,,,,,,,,,,,,,,,,,
19/5/1999,,,,,,,,,,,,,,,,,,,,,,,
20/5/1999,,,,,,,,,,,,,,,,,,,,,,,
21/5/1999,,,,,,,,,,,,,,,,,,,,,,,
24/5/1999,,,,,,,,,,,,,,,,,,,,,,,
25/5/1999,,,,,,,,,,,,,,,,,,,,,,,
26/5/1999,,,,,,,,,,,,,,,,,,,,,,,
27/5/1999,,,,,,,,,,,,,,,,,,,,,,,
28/5/1999,,,,,,,,,,,,,,,,,,,,,,,
31/5/1999,,,,,,,,,,,,,,,,,,,,,,,
1/6/1999,,,,,,,,,,,,,,,,,,,,,,,
2/6/1999,,,,,,,,,,,,,,,,,,,,,,,
3/6/1999,,,,,,,,,,,,,,,,,,,,,,,
4/6/1999,,,,,,,,,,,,,,,,,,,,,,,
7/6/1999,,,,,,,,,,,,,,,,,,,,,,,
8/6/1999,,,,,,,,,,,,,,,,,,,,,,,
9/6/1999,,,,,,,,,,,,,,,,,,,,,,,
10/6/1999,,,,,,,,,,,,,,,,,,,,,,,
11/6/1999,,,,,,,,,,,,,,,,,,,,,,,
14/6/1999,,,,,,,,,,,,,,,,,,,,,,,
15/6/1999,,,,,,,,,,,,,,,,,,,,,,,
16/6/1999,,,,,,,,,,,,,,,,,,,,,,,
17/6/1999,,,,,,,,,,,,,,,,,,,,,,,
18/6/1999,,,,,,,,,,,,,,,,,,,,,,,
21/6/1999,,,,,,,,,,,,,,,,,,,,,,,
22/6/1999,,,,,,,,,,,,,,,,,,,,,,,
23/6/1999,,,,,,,,,,,,,,,,,,,,,,,
24/6/1999,,,,,,,,,,,,,,,,,,,,,,,
25/6/1999,,,,,,,,,,,,,,,,,,,,,,,
28/6/1999,,,,,,,,,,,,,,,,,,,,,,,
29/6/1999,,,,,,,,,,,,,,,,,,,,,,,
30/6/1999,,,,,,,,,,,,,,,,,,,,,,,
1/7/1999,,,,,,,,,,,,,,,,,,,,,,,
2/7/1999,,,,,,,,,,,,,,,,,,,,,,,
5/7/1999,,,,,,,,,,,,,,,,,,,,,,,
6/7/1999,,,,,,,,,,,,,,,,,,,,,,,
7/7/1999,,,,,,,,,,,,,,,,,,,,,,,
8/7/1999,,,,,,,,,,,,,,,,,,,,,,,
9/7/1999,,,,,,,,,,,,,,,,,,,,,,,
12/7/1999,,,,,,,,,,,,,,,,,,,,,,,
13/7/1999,,,,,,,,,,,,,,,,,,,,,,,
14/7/1999,,,,,,,,,,,,,,,,,,,,,,,
15/7/1999,,,,,,,,,,,,,,,,,,,,,,,
16/7/1999,,,,,,,,,,,,,,,,,,,,,,,
19/7/1999,,,,,,,,,,,,,,,,,,,,,,,
20/7/1999,,,,,,,,,,,,,,,,,,,,,,,
21/7/1999,,,,,,,,,,,,,,,,,,,,,,,
22/7/1999,,,,,,,,,,,,,,,,,,,,,,,
23/7/1999,,,,,,,,,,,,,,,,,,,,,,,
26/7/1999,,,,,,,,,,,,,,,,,,,,,,,
27/7/1999,,,,,,,,,,,,,,,,,,,,,,,
28/7/1999,,,,,,,,,,,,,,,,,,,,,,,
29/7/1999,,,,,,,,,,,,,,,,,,,,,,,
30/7/1999,,,,,,,,,,,,,,,,,,,,,,,
2/8/1999,,,,,,,,,,,,,,,,,,,,,,,
3/8/1999,,,,,,,,,,,,,,,,,,,,,,,
4/8/1999,,,,,,,,,,,,,,,,,,,,,,,
5/8/1999,,,,,,,,,,,,,,,,,,,,,,,
6/8/1999,,,,,,,,,,,,,,,,,,,,,,,
9/8/1999,,,,,,,,,,,,,,,,,,,,,,,
10/8/1999,,,,,,,,,,,,,,,,,,,,,,,
11/8/1999,,,,,,,,,,,,,,,,,,,,,,,
12/8/1999,,,,,,,,,,,,,,,,,,,,,,,
13/8/1999,,,,,,,,,,,,,,,,,,,,,,,
16/8/1999,,,,,,,,,,,,,,,,,,,,,,,
17/8/1999,,,,,,,,,,,,,,,,,,,,,,,
18/8/1999,,,,,,,,,,,,,,,,,,,,,,,
19/8/1999,,,,,,,,,,,,,,,,,,,,,,,
20/8/1999,,,,,,,,,,,,,,,,,,,,,,,
23/8/1999,,,,,,,,,,,,,,,,,,,,,,,
24/8/1999,,,,,,,,,,,,,,,,,,,,,,,
25/8/1999,,,,,,,,,,,,,,,,,,,,,,,
26/8/1999,,,,,,,,,,,,,,,,,,,,,,,
27/8/1999,,,,,,,,,,,,,,,,,,,,,,,
30/8/1999,,,,,,,,,,,,,,,,,,,,,,,
31/8/1999,,,,,,,,,,,,,,,,,,,,,,,
1/9/1999,,,,,,,,,,,,,,,,,,,,,,,
2/9/1999,,,,,,,,,,,,,,,,,,,,,,,
3/9/1999,,,,,,,,,,,,,,,,,,,,,,,
6/9/1999,,,,,,,,,,,,,,,,,,,,,,,
7/9/1999,,,,,,,,,,,,,,,,,,,,,,,
8/9/1999,,,,,,,,,,,,,,,,,,,,,,,
9/9/1999,,,,,,,,,,,,,,,,,,,,,,,
10/9/1999,,,,,,,,,,,,,,,,,,,,,,,
13/9/1999,,,,,,,,,,,,,,,,,,,,,,,
14/9/1999,,,,,,,,,,,,,,,,,,,,,,,
15/9/1999,,,,,,,,,,,,,,,,,,,,,,,
16/9/1999,,,,,,,,,,,,,,,,,,,,,,,
17/9/1999,,,,,,,,,,,,,,,,,,,,,,,
20/9/1999,,,,,,,,,,,,,,,,,,,,,,,
21/9/1999,,,,,,,,,,,,,,,,,,,,,,,
22/9/1999,,,,,,,,,,,,,,,,,,,,,,,
23/9/1999,,,,,,,,,,,,,,,,,,,,,,,
24/9/1999,,,,,,,,,,,,,,,,,,,,,,,
27/9/1999,,,,,,,,,,,,,,,,,,,,,,,
28/9/1999,,,,,,,,,,,,,,,,,,,,,,,
29/9/1999,,,,,,,,,,,,,,,,,,,,,,,
30/9/1999,,,,,,,,,,,,,,,,,,,,,,,
1/10/1999,,,,,,,,,,,,,,,,,,,,,,,
4/10/1999,,,,,,,,,,,,,,,,,,,,,,,
5/10/1999,,,,,,,,,,,,,,,,,,,,,,,
6/10/1999,,,,,,,,,,,,,,,,,,,,,,,
7/10/1999,,,,,,,,,,,,,,,,,,,,,,,
8/10/1999,,,,,,,,,,,,,,,,,,,,,,,
11/10/1999,,,,,,,,,,,,,,,,,,,,,,,
12/10/1999,,,,,,,,,,,,,,,,,,,,,,,
13/10/1999,,,,,,,,,,,,,,,,,,,,,,,
14/10/1999,,,,,,,,,,,,,,,,,,,,,,,
15/10/1999,,,,,,,,,,,,,,,,,,,,,,,
18/10/1999,,,,,,,,,,,,,,,,,,,,,,,
19/10/1999,,,,,,,,,,,,,,,,,,,,,,,
20/10/1999,,,,,,,,,,,,,,,,,,,,,,,
21/10/1999,,,,,,,,,,,,,,,,,,,,,,,
22/10/1999,,,,,,,,,,,,,,,,,,,,,,,
25/10/1999,,,,,,,,,,,,,,,,,,,,,,,
26/10/1999,,,,,,,,,,,,,,,,,,,,,,,
27/10/1999,,,,,,,,,,,,,,,,,,,,,,,
28/10/1999,,,,,,,,,,,,,,,,,,,,,,,
29/10/1999,,,,,,,,,,,,,,,,,,,,,,,
1/11/1999,,,,,,,,,,,,,,,,,,,,,,,
2/11/1999,,,,,,,,,,,,,,,,,,,,,,,
3/11/1999,,,,,,,,,,,,,,,,,,,,,,,
4/11/1999,,,,,,,,,,,,,,,,,,,,,,,
5/11/1999,,,,,,,,,,,,,,,,,,,,,,,
8/11/1999,,,,,,,,,,,,,,,,,,,,,,,
9/11/1999,,,,,,,,,,,,,,,,,,,,,,,
10/11/1999,,,,,,,,,,,,,,,,,,,,,,,
11/11/1999,,,,,,,,,,,,,,,,,,,,,,,
12/11/1999,,,,,,,,,,,,,,,,,,,,,,,
15/11/1999,,,,,,,,,,,,,,,,,,,,,,,
16/11/1999,,,,,,,,,,,,,,,,,,,,,,,
17/11/1999,,,,,,,,,,,,,,,,,,,,,,,
18/11/1999,,,,,,,,,,,,,,,,,,,,,,,
19/11/1999,,,,,,,,,,,,,,,,,,,,,,,
22/11/1999,,,,,,,,,,,,,,,,,,,,,,,
23/11/1999,,,,,,,,,,,,,,,,,,,,,,,
24/11/1999,,,,,,,,,,,,,,,,,,,,,,,
25/11/1999,,,,,,,,,,,,,,,,,,,,,,,
26/11/1999,,,,,,,,,,,,,,,,,,,,,,,
29/11/1999,,,,,,,,,,,,,,,,,,,,,,,
30/11/1999,,,,,,,,,,,,,,,,,,,,,,,
1/12/1999,,,,,,,,,,,,,,,,,,,,,,,
2/12/1999,,,,,,,,,,,,,,,,,,,,,,,
3/12/1999,,,,,,,,,,,,,,,,,,,,,,,
6/12/1999,,,,,,,,,,,,,,,,,,,,,,,
7/12/1999,,,,,,,,,,,,,,,,,,,,,,,
8/12/1999,,,,,,,,,,,,,,,,,,,,,,,
9/12/1999,,,,,,,,,,,,,,,,,,,,,,,
10/12/1999,,,,,,,,,,,,,,,,,,,,,,,
13/12/1999,,,,,,,,,,,,,,,,,,,,,,,
